INDEXVAL,Y_COORD,X_COORD,FBP,FUELPERC,FUELWEIGHT
719,50.97025,-89.7062,C2,46.7227,235.9421997
720,51.14989,-89.7167,C2,34.199,229.3110046
721,51.32953,-89.72731,C2,43.944,257.3673096
722,51.50917,-89.73803,C2,38.2482,265.3031921
723,51.68879,-89.74886,C1,38.2198,231.6909943
724,51.86841,-89.7598,C1,46.9563,259.6581116
725,52.04802,-89.77086,C1,41.1462,262.1028137
726,52.22763,-89.78204,C4,44.2947,271.0823975
727,52.40722,-89.79333,C1,45.6497,258.9385071
728,52.58681,-89.80474,C2,30.075,205.9470062
729,52.76639,-89.81628,C2,39.962,228.2095947
730,52.94597,-89.82794,C2,26.1967,193.4969025
731,53.12554,-89.83972,C2,23.223,205.6766052
732,53.3047,-89.8504,C1,47.9263,237.3040009
733,53.48416,-89.85656,C1,55.1707,248.7088928
734,53.66383,-89.86232,C1,34.4123,138.2532043
735,53.84349,-89.86814,C1,32.9023,138.8992004
736,54.02314,-89.87403,C1,65.0002,243.9031982
737,54.20279,-89.87999,C1,62.7985,256.6199036
738,54.38242,-89.88601,C1,63.7667,233.5010071
750,48.11513,-89.30645,M1,19.4393,36.1917
751,48.28039,-89.29147,M1,37.3207,63.6118011
752,48.46017,-89.29955,M1,35.4685,88.8799973
753,48.63996,-89.30772,M1,32.8072,95.7058029
754,48.81973,-89.31596,M1,38.7358,139.2512054
755,48.9995,-89.32429,C2,20.4815,130.2098999
756,49.17926,-89.3327,C2,26.1692,130.8751068
757,49.35901,-89.34119,C2,32.819,165.5534058
758,49.53876,-89.34978,C2,26.4033,167.9346008
759,49.7185,-89.35844,C2,24.2278,172.8211975
760,49.89824,-89.3672,M1,27.388,140.9311066
761,50.07796,-89.37604,M1,23.0095,185.1105957
762,50.25768,-89.38497,C3,30.7523,188.3450012
763,50.4374,-89.39399,C4,22.0957,202.5198059
764,50.6171,-89.40311,C2,34.2557,216.8171997
765,50.7968,-89.41232,C2,40.4357,218.3560944
766,50.9765,-89.42162,C2,54.3285,254.2913971
767,51.15618,-89.43102,C2,48.3383,266.4919128
768,51.33586,-89.44052,C2,44.5547,257.7001953
769,51.51554,-89.45011,C1,47.1593,268.3074036
770,51.6952,-89.45981,C1,41.487,238.2828064
771,51.87486,-89.46961,C1,38.4162,259.4151001
772,52.05452,-89.4795,C1,44.2865,252.6257935
773,52.23416,-89.48951,C1,54.7815,272.9136047
774,52.4138,-89.49962,C2,45.7245,259.7431946
775,52.59343,-89.50983,C2,37.3995,252.1947937
776,52.77306,-89.52016,C2,30.6187,196.5688934
777,52.95268,-89.53059,C2,28.7225,166.1338043
778,53.13229,-89.54114,O1,30.8433,142.1638947
779,53.31189,-89.5518,C1,33.847,176.9600983
780,53.49149,-89.56258,C1,43.9232,239.544693
781,53.67108,-89.57347,C1,50.1897,221.2644958
782,53.85066,-89.58448,C1,53.8538,225.603302
783,54.03024,-89.59561,C1,66.9785,257.5690002
784,54.20981,-89.60686,C1,78.4385,274.2271118
785,54.38937,-89.61824,C1,72.8905,272.9356995
799,48.51018,-89.03099,M1,18.3613,31.1861
800,48.64507,-89.03641,M1,63.273,124.9925995
801,48.82488,-89.04369,M1,38.223,162.5063019
802,49.00468,-89.05104,C2,21.6157,119.1694031
803,49.18447,-89.05846,C2,18.7068,135.9774933
804,49.36426,-89.06596,C1,29.1795,184.988205
805,49.54404,-89.07353,C2,25.6073,126.5291977
806,49.72382,-89.08118,C2,11.5093,58.1222
807,49.90358,-89.08891,S1,8.4145,76.9847031
808,50.08335,-89.09672,C2,18.2605,105.4262009
809,50.2631,-89.1046,M1,25.9813,158.9759979
810,50.44285,-89.11256,C2,27.8735,164.6414032
811,50.62259,-89.12061,C2,41.6563,211.9228973
812,50.80233,-89.12874,C2,43.2575,186.8305054
813,50.98206,-89.13695,C2,42.9775,237.1156006
814,51.16178,-89.14525,C1,38.446,255.6419067
815,51.34149,-89.15363,C1,40.2802,253.1475983
816,51.5212,-89.1621,C1,45.0583,251.2673035
817,51.7009,-89.17066,C1,47.256,259.4512939
818,51.8806,-89.17931,C1,41.3035,268.6712036
819,52.06029,-89.18804,C2,28.032,199.1199036
820,52.23997,-89.19687,C1,40.298,243.3992004
821,52.41965,-89.2058,C2,40.8855,257.0422058
822,52.59932,-89.21482,C2,32.3788,223.5424957
823,52.77898,-89.22393,C2,28.3648,207.6638031
824,52.95864,-89.23314,C2,16.3777,97.6174011
825,53.13829,-89.24245,C1,49.6095,223.837204
826,53.31793,-89.25186,C1,45.5345,219.8659058
827,53.49757,-89.26137,C4,43.9705,219.2648926
828,53.6772,-89.27099,C1,53.1797,255.2982941
829,53.85682,-89.2807,C1,46.6885,199.1306
830,54.03644,-89.29053,C1,64.1735,262.6087952
831,54.21605,-89.30046,C1,73.5905,261.3037109
846,48.33479,-88.75414,O1,0.006,17.7929993
847,48.46971,-88.75879,C2,11.0455,59.3012009
848,48.64955,-88.76503,M1,62.8123,105.7776031
849,48.82939,-88.77134,M1,51.5787,134.9674072
850,49.00922,-88.77772,C2,18.0985,106.844902
851,49.18904,-88.78415,C2,37.4395,153.9837952
852,49.36886,-88.79065,C2,15.1155,70.3246002
853,49.54867,-88.79722,C2,5.601,32.8577995
854,49.72847,-88.80385,O1,0,3.8587999
855,49.90827,-88.81055,O1,0.0338,14.3944998
856,50.08806,-88.81731,C2,10.0005,35.2695999
857,50.26784,-88.82415,C2,33.2007,189.1107025
858,50.44762,-88.83105,C3,27.5835,190.2792053
859,50.62739,-88.83803,C2,53.0775,218.7080994
860,50.80716,-88.84508,C2,51.1808,226.2525024
861,50.98692,-88.8522,C2,30.8255,204.9235992
862,51.16667,-88.85939,C2,48.377,210.2850952
863,51.34642,-88.86666,C2,56.9792,225.5957031
864,51.52616,-88.874,C2,29.2762,201.5579071
865,51.70589,-88.88142,C1,36.3792,235.258194
866,51.88562,-88.88892,C1,48.9495,261.7843018
867,52.06534,-88.89649,C1,33.1488,216.8132935
868,52.24506,-88.90415,C1,27.2665,149.5372925
869,52.42477,-88.91188,C1,26.4297,138.3079987
870,52.60447,-88.9197,C2,32.7418,208.990097
871,52.78417,-88.9276,C2,52.2425,237.4288025
872,52.96386,-88.93559,C2,33.257,156.5859985
873,53.14354,-88.94366,C1,32.9097,174.3731995
874,53.32322,-88.95182,C1,34.8985,163.3993073
875,53.50289,-88.96006,C1,36.4198,202.6663971
876,53.68256,-88.9684,C1,54.658,231.4378967
877,53.86222,-88.97683,C1,60.7755,253.3881073
878,54.04187,-88.98534,C1,61.634,266.7427063
895,48.33772,-88.55182,O1,0,1.995
896,48.47353,-88.48831,C2,6.9093,35.0657005
897,48.65339,-88.4936,C2,11.808,56.2374992
898,48.83325,-88.49894,C2,8.696,75.7165985
899,49.01311,-88.50433,C2,12.9863,85.4747009
900,49.19295,-88.50978,C2,23.4213,90.0645981
901,49.37279,-88.51528,C2,18.7527,67.3703995
902,49.55263,-88.52083,O1,0.0265,21.9960003
903,49.73246,-88.52645,O1,0.0498,14.4224005
904,49.91228,-88.53212,M1,7.305,13.1115999
905,50.0921,-88.53784,M1,15.7385,19.9825993
906,50.27191,-88.54363,C2,38.692,137.8798065
907,50.45171,-88.54947,C2,29.0268,202.8433075
908,50.63151,-88.55538,C2,40.5965,218.5119019
909,50.8113,-88.56134,C2,31.419,183.7911987
910,50.99109,-88.56737,C2,44.612,212.1947021
911,51.17087,-88.57346,C2,66.0765,239.3601074
912,51.35064,-88.57961,C2,66.4195,248.6374969
913,51.53041,-88.58582,C2,33.6153,184.3482971
914,51.71017,-88.5921,C1,39.4225,245.6233978
915,51.88993,-88.59845,C1,39.75,243.2350006
916,52.06968,-88.60486,C4,26.8545,250.1929932
917,52.24942,-88.61134,C2,43.2695,255.9017029
918,52.42916,-88.61789,C1,56.9563,273.3084106
919,52.60889,-88.6245,C1,53.7415,256.2738037
920,52.78862,-88.63119,C2,28.9618,186.3166962
921,52.96833,-88.63795,C2,21.6155,160.5713959
922,53.14805,-88.64478,C1,35.3133,204.3621979
923,53.32776,-88.65169,C1,40.4603,259.1362915
924,53.50746,-88.65867,C1,43.8787,205.0238953
925,53.68715,-88.66572,C1,41.605,207.1188049
926,53.86684,-88.67285,C1,56.23,257.8745117
927,54.04652,-88.68006,C1,59.981,266.4197998
944,48.52093,-88.28655,M1,9.547,12.6000004
945,48.65659,-88.2221,C2,6.0562,32.5662003
946,48.83647,-88.22647,C2,20.9477,111.3066025
947,49.01635,-88.23089,C2,14.81,84.3520966
948,49.19622,-88.23535,C2,18.5355,110.8320999
949,49.37608,-88.23985,C1,11.143,86.3492966
950,49.55593,-88.2444,O1,0.0005,15.3935003
951,49.73578,-88.24899,O1,0,7.8520002
952,49.91563,-88.25363,M1,5.3942,17.8176003
953,50.09546,-88.25832,C2,22.183,78.6718979
954,50.2753,-88.26305,C2,48.9855,174.7315063
955,50.45512,-88.26783,C2,31.8373,189.3712006
956,50.63494,-88.27266,C2,43.0495,164.8865967
957,50.81476,-88.27754,C2,37.8017,186.7740021
958,50.99456,-88.28248,C2,48.94,224.4120026
959,51.17437,-88.28746,C2,64.715,236.8777008
960,51.35416,-88.29249,C2,68.2048,248.4425049
961,51.53395,-88.29758,C2,40.5395,241.1307068
962,51.71374,-88.30272,C1,39.9485,255.321106
963,51.89352,-88.30791,C1,37.7892,259.5911865
964,52.07329,-88.31316,C2,47.0095,236.922699
965,52.25306,-88.31846,C2,21.628,181.8769073
966,52.43282,-88.32382,C1,48.8308,221.3448029
967,52.61257,-88.32923,C1,33.4757,222.7778015
968,52.79232,-88.33471,C1,40.9093,199.9165955
969,52.97206,-88.34024,C1,52.5643,209.6797943
970,53.1518,-88.34583,C1,52.4832,207.7911987
971,53.33153,-88.35148,C1,41.2398,242.2532043
972,53.51126,-88.35719,C1,54.4833,221.8209076
973,53.69098,-88.36297,C1,60.4698,246.9649963
974,53.87069,-88.36881,C1,53.409,262.9989929
975,54.0504,-88.37471,C1,83.8077,281.5056152
991,48.70409,-87.95141,M1,5.7235,30.7294998
992,48.83905,-87.95397,C2,5.3525,38.6257019
993,49.01894,-87.9574,C2,34.0268,132.0449982
994,49.19882,-87.96087,C2,44.2265,178.9512024
995,49.3787,-87.96437,C2,22.4503,86.6572037
996,49.55858,-87.96791,C2,20.6767,97.010498
997,49.73844,-87.97148,C2,24.8242,151.8222046
998,49.9183,-87.97509,C2,50.6603,181.0939026
999,50.09816,-87.97874,C2,50.8507,204.1622009
1000,50.27801,-87.98242,C2,42.768,181.7006073
1001,50.45785,-87.98614,C2,46.7025,210.1045074
1002,50.63769,-87.9899,C2,45.7043,226.6296997
1003,50.81752,-87.9937,C2,41.1902,214.1027985
1004,50.99734,-87.99753,C2,40.223,191.6880951
1005,51.17716,-88.00141,C2,58.5405,219.8457947
1006,51.35698,-88.00533,C2,67.289,234.3034058
1007,51.53679,-88.00928,C2,38.4008,222.3195953
1008,51.71659,-88.01328,C1,46.3175,250.9087982
1009,51.89639,-88.01732,C1,40.896,246.0980988
1010,52.07618,-88.0214,C2,30.3128,242.661499
1011,52.25596,-88.02553,C2,18.0535,137.0859985
1012,52.43574,-88.0297,M1,27.4027,147.6445007
1013,52.61552,-88.03391,C1,27.7407,163.8672943
1014,52.79529,-88.03817,C1,39.5603,208.1343994
1015,52.97505,-88.04247,C1,24.2838,172.4539032
1016,53.15481,-88.04682,C1,43.683,185.9929047
1017,53.33456,-88.05122,C1,45.3383,207.5289001
1018,53.5143,-88.05566,C1,57.2448,195.8105927
1019,53.69404,-88.06015,C1,66.7952,249.5681
1020,53.87378,-88.06469,C1,73.6018,285.5383911
1021,54.0535,-88.06928,C1,91.208,284.0877991
1036,48.70561,-87.74756,O1,0,3.4330001
1037,48.84098,-87.68143,C2,8.0275,53.487999
1038,49.02089,-87.68388,C2,47.905,162.9586945
1039,49.20078,-87.68636,C2,48.0448,193.7664032
1040,49.38067,-87.68886,C2,30.7785,135.5028076
1041,49.56056,-87.69139,C2,33.7998,186.8045044
1042,49.74044,-87.69394,C2,23.3523,163.9029999
1043,49.92031,-87.69652,C2,50.861,235.2891998
1044,50.10018,-87.69913,C2,49.398,237.5923004
1045,50.28004,-87.70176,C2,57.3222,220.638504
1046,50.4599,-87.70441,C2,49.1093,220.8430023
1047,50.63975,-87.7071,C2,55.773,224.2100067
1048,50.81959,-87.70981,C2,43.4225,223.0348053
1049,50.99943,-87.71255,C2,46.8845,216.0982056
1050,51.17926,-87.71532,C2,49.436,212.6746063
1051,51.35909,-87.71812,C2,53.181,234.0218048
1052,51.53891,-87.72095,C2,31.6863,238.7984924
1053,51.71873,-87.7238,C1,53.1867,251.4844055
1054,51.89854,-87.72669,C4,37.0135,277.3425903
1055,52.07835,-87.7296,C4,29.615,226.7136993
1056,52.25815,-87.73255,C2,18.7465,151.014801
1057,52.43794,-87.73553,C2,23.787,157.0182953
1058,52.61773,-87.73854,C2,24.9428,196.9210052
1059,52.79751,-87.74158,C4,31.7365,208.9611969
1060,52.97729,-87.74465,C4,33.1022,183.0003052
1061,53.15706,-87.74776,C1,44.4798,217.1316071
1062,53.33682,-87.7509,C4,34.7115,223.1027069
1063,53.51659,-87.75408,C1,70.7082,243.5867004
1064,53.69634,-87.75729,C1,81.386,262.8284912
1065,53.87609,-87.76053,C1,74.9017,280.8771057
1066,54.05583,-87.76381,C1,92.8695,281.8768921
1080,48.84227,-87.40887,C2,6.7043,29.2665997
1081,49.02218,-87.41034,C2,35.419,113.2427979
1082,49.20209,-87.41183,C2,45.4003,184.6065979
1083,49.38199,-87.41333,C2,31.671,189.7200012
1084,49.56188,-87.41484,C2,41.8242,215.6824036
1085,49.74177,-87.41638,C2,29.9053,187.9752045
1086,49.92165,-87.41792,C2,44.3197,199.0661926
1087,50.10152,-87.41949,C2,57.1055,209.3430939
1088,50.2814,-87.42106,C2,53.77,228.9806061
1089,50.46126,-87.42266,C2,39.543,172.9064941
1090,50.64112,-87.42427,C2,60.6913,218.0713043
1091,50.82097,-87.4259,C2,56.8975,250.2460938
1092,51.00082,-87.42754,C2,53.117,237.1775055
1093,51.18066,-87.4292,C2,65.115,222.9492035
1094,51.3605,-87.43088,C2,48.8933,271.4854126
1095,51.54033,-87.43258,C1,38.551,278.1890869
1096,51.72016,-87.43429,C1,50.4203,265.9895935
1097,51.89998,-87.43602,C1,43.2265,276.0466919
1098,52.07979,-87.43777,C1,44.2928,237.489502
1099,52.2596,-87.43954,C2,25.3717,139.6161957
1100,52.4394,-87.44133,C1,30.441,163.2245026
1101,52.6192,-87.44314,C2,30.0425,206.5747986
1102,52.79899,-87.44496,C4,20.8997,200.4515991
1103,52.97878,-87.44681,C4,37.747,160.0198975
1104,53.15856,-87.44867,C4,42.33,222.3708038
1105,53.33834,-87.45056,C4,35.196,242.001297
1106,53.51811,-87.45246,C1,79.3413,271.6185913
1107,53.69787,-87.45439,C1,91.7977,285.5176086
1108,53.87763,-87.45633,C1,60.0125,277.1568909
1109,54.05738,-87.4583,C1,89.9278,278.1281128
1121,48.84292,-87.13629,C2,10.511,57.2294998
1122,49.02283,-87.13678,C2,24.0038,114.4003983
1123,49.20274,-87.13728,C2,34.6208,173.5657043
1124,49.38264,-87.13778,C2,29.3513,174.0933075
1125,49.56254,-87.13828,C2,41.9542,206.6387024
1126,49.74243,-87.13879,C2,32.7467,186.5630035
1127,49.92232,-87.13931,C2,27.4513,179.134903
1128,50.1022,-87.13983,C2,49.1025,200.5617981
1129,50.28207,-87.14036,C2,42.9698,201.2187042
1130,50.46194,-87.14089,C2,39.5525,194.3018951
1131,50.64181,-87.14143,C2,52.8462,229.2035065
1132,50.82166,-87.14197,C2,51.1433,179.8695068
1133,51.00152,-87.14252,C2,35.9105,237.6390991
1134,51.18136,-87.14307,C2,46.9498,269.8951111
1135,51.3612,-87.14363,C2,55.1703,217.6291962
1136,51.54104,-87.1442,C2,46.5893,257.4740906
1137,51.72087,-87.14477,C1,46.7022,286.3251953
1138,51.90069,-87.14534,C1,57.3235,265.1994934
1139,52.08051,-87.14593,C2,36.869,242.3097992
1140,52.26033,-87.14652,C2,35.8158,227.661499
1141,52.44014,-87.14711,C1,42.4763,193.3455963
1142,52.61994,-87.14771,C1,54.5478,235.8291016
1143,52.79973,-87.14832,C1,54.86,247.5467072
1144,52.97953,-87.14894,C1,56.8388,239.7059937
1145,53.15931,-87.14956,C1,72.9575,276.0497131
1146,53.33909,-87.15019,C1,84.9483,279.5678101
1147,53.51887,-87.15082,C1,88.3257,278.8442993
1148,53.69864,-87.15146,C1,66.6255,273.7307129
1149,53.8784,-87.15211,C1,49.0558,274.6839905
1150,54.05816,-87.15277,C1,72.1097,252.558197
1162,48.70794,-86.86407,O1,0,0.7955
1163,48.84292,-86.86371,C2,10.2467,43.1245995
1164,49.02283,-86.86322,C2,24.6785,109.5774002
1165,49.20274,-86.86272,C2,24.043,136.8132019
1166,49.38264,-86.86222,C2,34.6987,193.6475983
1167,49.56254,-86.86172,C2,43.6428,183.0328979
1168,49.74243,-86.86121,C2,42.3003,184.4268951
1169,49.92232,-86.86069,C2,25.8257,191.1752014
1170,50.1022,-86.86017,C2,31.3103,178.1994019
1171,50.28207,-86.85964,C2,26.5137,153.8670959
1172,50.46194,-86.85911,C2,52.348,226.5229034
1173,50.64181,-86.85857,C2,44.8647,212.471405
1174,50.82166,-86.85803,C2,63.7775,230.7541046
1175,51.00152,-86.85748,C4,36.8837,254.5843964
1176,51.18136,-86.85693,C2,48.0223,258.8851013
1177,51.3612,-86.85637,C2,62.505,262.2669067
1178,51.54104,-86.8558,C2,57.2512,286.2477112
1179,51.72087,-86.85523,C1,51.0203,281.5675964
1180,51.90069,-86.85466,C2,47.471,272.598999
1181,52.08051,-86.85407,C2,48.8233,263.9988098
1182,52.26033,-86.85348,C1,46.351,265.8742065
1183,52.44014,-86.85289,C1,58.5988,276.3471069
1184,52.61994,-86.85229,C1,62.3143,264.2374878
1185,52.79973,-86.85168,C1,63.9733,265.1673889
1186,52.97953,-86.85106,C1,68.683,273.4236145
1187,53.15931,-86.85044,C1,81.63,286.6622009
1188,53.33909,-86.84981,C1,83.9572,270.7468872
1189,53.51887,-86.84918,C1,87.8565,273.6929932
1190,53.69864,-86.84854,C1,54.0305,246.8294067
1191,53.8784,-86.84789,C1,66.6942,250.8246002
1192,54.05816,-86.84723,C1,78.3307,257.1741943
1203,48.7073,-86.59223,O1,0,8.0340004
1204,48.84227,-86.59113,C2,15.971,63.4528008
1205,49.02218,-86.58966,C2,27.065,138.798996
1206,49.20209,-86.58817,C2,26.8342,106.1327972
1207,49.38199,-86.58667,C2,43.7545,198.8390045
1208,49.56188,-86.58516,C2,33.423,161.8406982
1209,49.74177,-86.58362,C2,48.1507,197.4996033
1210,49.92165,-86.58208,C2,40.7878,198.7776947
1211,50.10152,-86.58051,C2,43.28,199.3903046
1212,50.2814,-86.57894,C2,30.3423,193.3173981
1213,50.46126,-86.57734,C2,52.7155,226.2870941
1214,50.64112,-86.57573,C2,58.2477,220.8244019
1215,50.82097,-86.5741,C2,70.973,244.0601959
1216,51.00082,-86.57246,C4,44.8558,256.5867004
1217,51.18066,-86.5708,C2,59.6947,285.6116028
1218,51.3605,-86.56912,C2,70.3495,290.3002014
1219,51.54033,-86.56742,C2,49.2212,274.0602112
1220,51.72016,-86.56571,C2,52.1748,288.5057983
1221,51.89998,-86.56398,C1,59.7685,283.2088928
1222,52.07979,-86.56223,C2,46.5298,267.8995056
1223,52.2596,-86.56046,C1,58.7085,267.1925964
1224,52.4394,-86.55867,C1,60.649,254.6443939
1225,52.6192,-86.55686,C1,76.6767,286.6524048
1226,52.79899,-86.55504,C1,75.2442,285.1514893
1227,52.97878,-86.55319,C1,87.2742,282.7966003
1228,53.15856,-86.55133,C1,87.1983,273.5169983
1229,53.33834,-86.54944,C1,86.1697,266.6853943
1230,53.51811,-86.54754,C1,72.1295,241.9750977
1231,53.69787,-86.54561,C1,55.2163,211.290802
1232,53.87763,-86.54367,C1,61.8922,208.6535034
1233,54.05738,-86.5417,C1,74.0103,235.5005951
1246,48.66108,-86.321,M1,37.2068,80.0994034
1247,48.84098,-86.31857,C2,9.57,54.5932999
1248,49.02089,-86.31612,C2,24.594,146.5041962
1249,49.20078,-86.31364,C2,23.0027,105.6984024
1251,49.56056,-86.30861,C2,32.9545,170.1325073
1252,49.74044,-86.30606,C2,31.9663,201.2519073
1253,49.92031,-86.30348,C2,26.1493,179.3574066
1254,50.10018,-86.30087,C2,45.9643,220.0041046
1255,50.28004,-86.29824,C2,55.3967,226.3014984
1256,50.4599,-86.29559,C2,62.3365,244.8450928
1257,50.63975,-86.2929,C2,71.5328,246.2501068
1258,50.81959,-86.29019,C2,69.684,262.611908
1259,50.99943,-86.28745,C2,45.167,276.2969971
1260,51.17926,-86.28468,C2,59.4955,283.6564026
1261,51.35909,-86.28188,C2,51.5155,287.1115112
1262,51.53891,-86.27905,C1,50.5665,273.0723877
1263,51.71873,-86.2762,C2,41.6358,263.0664978
1264,51.89854,-86.27331,C1,47.214,265.4168091
1265,52.07835,-86.2704,C1,56.8633,264.8705139
1266,52.25815,-86.26745,C1,52.729,258.2778931
1267,52.43794,-86.26447,C1,54.153,257.9179077
1268,52.61773,-86.26146,C1,56.445,274.1379089
1269,52.79751,-86.25842,C1,71.7128,280.1890869
1270,52.97729,-86.25535,C1,75.2138,265.4783936
1271,53.15706,-86.25224,C1,76.0592,265.7125854
1272,53.33682,-86.2491,C1,56.1092,216.5997925
1273,53.51659,-86.24592,C1,55.1195,219.6076965
1274,53.69634,-86.24271,C1,71.6693,228.6622925
1275,53.87609,-86.23947,C1,67.524,221.3421021
1276,54.05583,-86.23619,C1,70.9497,223.0590973
1289,48.65916,-86.04943,M1,48.7468,140.584198
1290,48.83905,-86.04603,M1,24.5293,140.4501953
1295,49.73844,-86.02852,C2,31.7658,172.0917969
1296,49.9183,-86.02491,C2,31.5217,205.8457031
1297,50.09816,-86.02126,C2,70.3107,242.8473969
1298,50.27801,-86.01758,C2,83.6988,261.3183899
1299,50.45785,-86.01386,C2,71.5943,262.7556152
1300,50.63769,-86.0101,C2,68.0635,268.4465027
1301,50.81752,-86.0063,C2,71.6467,279.9139099
1302,50.99734,-86.00247,C2,54.8585,273.5823059
1303,51.17716,-85.99859,C2,46.5182,258.8413086
1304,51.35698,-85.99467,C1,65.19,277.1062012
1305,51.53679,-85.99072,C1,52.5485,274.6379089
1306,51.71659,-85.98672,C2,42.8445,258.5190125
1307,51.89639,-85.98268,C1,55.7498,263.9689941
1308,52.07618,-85.9786,C1,61.4745,251.6101074
1309,52.25596,-85.97447,C1,69.0547,267.0498047
1310,52.43574,-85.9703,C1,67.2865,273.0112
1311,52.61552,-85.96609,C1,65.793,264.1713867
1312,52.79529,-85.96183,C1,63.6345,243.2003021
1313,52.97505,-85.95753,C1,52.8485,228.7613068
1314,53.15481,-85.95318,C1,49.3773,230.1569061
1315,53.33456,-85.94878,C1,41.6155,210.7142029
1316,53.5143,-85.94434,C1,50.4797,222.7749939
1317,53.69404,-85.93985,C1,76.0365,252.9911041
1318,53.87378,-85.93531,C1,75.6808,249.8209991
1319,54.0535,-85.93072,C1,77.644,251.2743073
1339,49.73578,-85.75101,C2,37.047,195.1622925
1340,49.91563,-85.74637,C2,65.6192,225.313797
1341,50.09546,-85.74168,C2,80.6235,261.0126038
1342,50.2753,-85.73695,C2,82.3243,276.8811035
1343,50.45512,-85.73217,C2,64.9698,266.8695068
1344,50.63494,-85.72734,C2,58.5362,255.2042999
1345,50.81476,-85.72246,C2,59.8762,266.8664856
1346,50.99456,-85.71752,C1,52.1988,271.7319031
1347,51.17437,-85.71254,C1,56.431,259.5100098
1348,51.35416,-85.70751,C1,53.828,273.3352051
1349,51.53395,-85.70242,C1,51.5343,225.0433044
1350,51.71374,-85.69728,C1,63.1635,273.2322998
1351,51.89352,-85.69209,C1,73.6942,279.9808044
1352,52.07329,-85.68684,C1,71.0185,275.2554016
1353,52.25306,-85.68154,C1,65.0685,254.0807953
1354,52.43282,-85.67618,C1,78.7387,273.7442017
1355,52.61257,-85.67077,C1,72.003,268.7578125
1356,52.79232,-85.66529,C1,63.993,259.3862
1357,52.97206,-85.65976,C1,48.9295,251.5809021
1358,53.1518,-85.65417,C2,49.827,256.1575928
1359,53.33153,-85.64852,C2,32.2552,198.1838074
1360,53.51126,-85.64281,C1,60.6602,230.0964966
1361,53.69098,-85.63703,C1,73.7328,244.4109955
1362,53.87069,-85.63119,C1,69.592,231.2017975
1363,54.0504,-85.62529,C1,70.6055,243.1403961
1383,49.73246,-85.47355,C2,41.8257,188.9418945
1384,49.91228,-85.46788,C2,73.2625,253.3630066
1385,50.0921,-85.46216,C2,90.6475,283.8998108
1386,50.27191,-85.45637,C2,61.4265,264.4768066
1387,50.45171,-85.45053,C2,39.1545,225.4347992
1388,50.63151,-85.44462,C2,54.9082,272.2481995
1389,50.8113,-85.43866,C2,42.216,264.1919861
1390,50.99109,-85.43263,C1,52.9003,269.104187
1391,51.17087,-85.42654,C1,50.125,270.5929871
1392,51.35064,-85.42039,C2,59.9998,275.8222046
1393,51.53041,-85.41418,C1,64.57,246.5818024
1394,51.71017,-85.4079,C1,70.3015,280.1499023
1395,51.88993,-85.40155,C1,62.9945,263.0332031
1396,52.06968,-85.39514,C1,69.1387,270.8551025
1397,52.24942,-85.38866,C1,64.0102,243.6912994
1398,52.42916,-85.38211,C1,66.5888,231.2406006
1399,52.60889,-85.3755,C1,63.1082,242.4299927
1400,52.78862,-85.36881,C2,40.6852,239.2205963
1401,52.96833,-85.36205,C2,51.001,233.2821045
1402,53.14805,-85.35522,C1,49.6395,209.732605
1403,53.32776,-85.34831,C1,52.2188,177.8171997
1404,53.50746,-85.34133,C1,69.1478,229.8531036
1405,53.68715,-85.33428,C1,64.8452,248.577301
1406,53.86684,-85.32715,C1,60.4042,246.9638062
1407,54.04652,-85.31994,C1,73.873,244.2104034
1426,49.72847,-85.19615,C2,43.3687,191.2937012
1427,49.90827,-85.18945,C2,44.7158,227.946106
1428,50.08806,-85.18269,C2,68.7258,262.7078857
1429,50.26784,-85.17585,C2,58.6458,265.8356934
